layout,start_config,alpha_i,alpha_j,seed,sweep_type,complexity,both_success,single_success,failure,goal_reached_i,goal_reached_j,lava_collision,lava_hit_i,lava_hit_j,cell_collision,edge_collision,num_collisions,paralysis,paralysis_type,cycle_length,stay_streak,timesteps,steps_i,steps_j,arrival_order,arrival_gap,G_i,G_j,trajectory_i,trajectory_j
narrow,A,0.0,0.0,42,symmetric,5,False,False,True,False,False,False,False,False,False,False,0,True,cycle,1.0,0,15,15,15,neither,0,34.0,34.0,"[(0, 1), (1, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1)]","[(5, 1), (4, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1)]"
narrow,A,0.5,0.5,42,symmetric,5,False,False,True,False,False,False,False,False,False,False,0,True,cycle,1.0,0,15,15,15,neither,0,99.0,99.0,"[(0, 1), (1, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1)]","[(5, 1), (4, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1)]"
narrow,A,1.0,1.0,42,symmetric,5,False,False,True,False,False,False,False,False,False,False,0,True,cycle,2.0,0,15,15,15,neither,0,156.0,156.0,"[(0, 1), (1, 1), (2, 1), (1, 1), (2, 1), (1, 1), (2, 1), (1, 1), (2, 1), (1, 1), (2, 1), (1, 1), (2, 1), (1, 1), (2, 1)]","[(5, 1), (4, 1), (3, 1), (4, 1), (3, 1), (4, 1), (3, 1), (4, 1), (3, 1), (4, 1), (3, 1), (4, 1), (3, 1), (4, 1), (3, 1)]"
narrow,A,0.0,0.5,42,asymmetric,5,False,False,True,False,False,False,False,False,False,False,0,True,cycle,1.0,0,15,15,15,neither,0,34.0,83.0,"[(0, 1), (1, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1)]","[(5, 1), (4, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1)]"
narrow,A,0.0,1.0,42,asymmetric,5,False,False,True,False,False,False,False,False,True,False,1,False,,,0,4,4,4,neither,0,-12.0,14.0,"[(0, 1), (1, 1), (2, 1), (2, 1)]","[(5, 1), (4, 1), (3, 1), (4, 1)]"
narrow,A,0.5,0.0,42,asymmetric,5,False,False,True,False,False,False,False,False,False,False,0,True,cycle,1.0,0,15,15,15,neither,0,83.0,34.0,"[(0, 1), (1, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1)]","[(5, 1), (4, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1)]"
narrow,A,0.5,1.0,42,asymmetric,5,False,False,True,False,False,False,False,False,True,False,1,False,,,0,4,4,4,neither,0,33.0,46.0,"[(0, 1), (1, 1), (2, 1), (2, 1)]","[(5, 1), (4, 1), (3, 1), (4, 1)]"
narrow,A,1.0,0.0,42,asymmetric,5,False,False,True,False,False,False,False,False,True,False,1,False,,,0,4,4,4,neither,0,14.0,-12.0,"[(0, 1), (1, 1), (2, 1), (1, 1)]","[(5, 1), (4, 1), (3, 1), (3, 1)]"
narrow,A,1.0,0.5,42,asymmetric,5,False,False,True,False,False,False,False,False,True,False,1,False,,,0,4,4,4,neither,0,46.0,33.0,"[(0, 1), (1, 1), (2, 1), (1, 1)]","[(5, 1), (4, 1), (3, 1), (3, 1)]"
narrow,B,0.0,0.0,42,symmetric,5,False,False,True,False,False,False,False,False,False,False,0,True,cycle,1.0,0,15,15,15,neither,0,34.0,34.0,"[(5, 1), (4, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1)]","[(0, 1), (1, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1)]"
narrow,B,0.5,0.5,42,symmetric,5,False,False,True,False,False,False,False,False,False,False,0,True,cycle,1.0,0,15,15,15,neither,0,99.0,99.0,"[(5, 1), (4, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1)]","[(0, 1), (1, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1)]"
narrow,B,1.0,1.0,42,symmetric,5,False,False,True,False,False,False,False,False,False,False,0,True,cycle,2.0,0,15,15,15,neither,0,156.0,156.0,"[(5, 1), (4, 1), (3, 1), (4, 1), (3, 1), (4, 1), (3, 1), (4, 1), (3, 1), (4, 1), (3, 1), (4, 1), (3, 1), (4, 1), (3, 1)]","[(0, 1), (1, 1), (2, 1), (1, 1), (2, 1), (1, 1), (2, 1), (1, 1), (2, 1), (1, 1), (2, 1), (1, 1), (2, 1), (1, 1), (2, 1)]"
narrow,B,0.0,0.5,42,asymmetric,5,False,False,True,False,False,False,False,False,False,False,0,True,cycle,1.0,0,15,15,15,neither,0,34.0,83.0,"[(5, 1), (4, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1)]","[(0, 1), (1, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1)]"
narrow,B,0.0,1.0,42,asymmetric,5,False,False,True,False,False,False,False,False,True,False,1,False,,,0,4,4,4,neither,0,-12.0,14.0,"[(5, 1), (4, 1), (3, 1), (3, 1)]","[(0, 1), (1, 1), (2, 1), (1, 1)]"
narrow,B,0.5,0.0,42,asymmetric,5,False,False,True,False,False,False,False,False,False,False,0,True,cycle,1.0,0,15,15,15,neither,0,83.0,34.0,"[(5, 1), (4, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1)]","[(0, 1), (1, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (2, 1)]"
narrow,B,0.5,1.0,42,asymmetric,5,False,False,True,False,False,False,False,False,True,False,1,False,,,0,4,4,4,neither,0,33.0,46.0,"[(5, 1), (4, 1), (3, 1), (3, 1)]","[(0, 1), (1, 1), (2, 1), (1, 1)]"
narrow,B,1.0,0.0,42,asymmetric,5,False,False,True,False,False,False,False,False,True,False,1,False,,,0,4,4,4,neither,0,14.0,-12.0,"[(5, 1), (4, 1), (3, 1), (4, 1)]","[(0, 1), (1, 1), (2, 1), (2, 1)]"
narrow,B,1.0,0.5,42,asymmetric,5,False,False,True,False,False,False,False,False,True,False,1,False,,,0,4,4,4,neither,0,46.0,33.0,"[(5, 1), (4, 1), (3, 1), (4, 1)]","[(0, 1), (1, 1), (2, 1), (2, 1)]"
narrow,C,0.0,0.0,42,symmetric,5,True,False,False,True,True,False,False,False,False,False,0,False,,,0,1,1,1,tie,0,-20.0,-20.0,"[(0, 1)]","[(5, 1)]"
narrow,C,0.5,0.5,42,symmetric,5,True,False,False,True,True,False,False,False,False,False,0,False,,,0,1,1,1,tie,0,-30.0,-30.0,"[(0, 1)]","[(5, 1)]"
narrow,C,1.0,1.0,42,symmetric,5,True,False,False,True,True,False,False,False,False,False,0,False,,,0,1,1,1,tie,0,-40.0,-40.0,"[(0, 1)]","[(5, 1)]"
narrow,C,0.0,0.5,42,asymmetric,5,True,False,False,True,True,False,False,False,False,False,0,False,,,0,1,1,1,tie,0,-20.0,-30.0,"[(0, 1)]","[(5, 1)]"
narrow,C,0.0,1.0,42,asymmetric,5,True,False,False,True,True,False,False,False,False,False,0,False,,,0,1,1,1,tie,0,-20.0,-40.0,"[(0, 1)]","[(5, 1)]"
narrow,C,0.5,0.0,42,asymmetric,5,True,False,False,True,True,False,False,False,False,False,0,False,,,0,1,1,1,tie,0,-30.0,-20.0,"[(0, 1)]","[(5, 1)]"
narrow,C,0.5,1.0,42,asymmetric,5,True,False,False,True,True,False,False,False,False,False,0,False,,,0,1,1,1,tie,0,-30.0,-40.0,"[(0, 1)]","[(5, 1)]"
narrow,C,1.0,0.0,42,asymmetric,5,True,False,False,True,True,False,False,False,False,False,0,False,,,0,1,1,1,tie,0,-40.0,-20.0,"[(0, 1)]","[(5, 1)]"
narrow,C,1.0,0.5,42,asymmetric,5,True,False,False,True,True,False,False,False,False,False,0,False,,,0,1,1,1,tie,0,-40.0,-30.0,"[(0, 1)]","[(5, 1)]"
wide,A,0.0,0.0,42,symmetric,1,True,False,False,True,True,False,False,False,False,False,0,False,,,0,5,5,5,tie,0,500.0,385.12500762939453,"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]","[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]"
wide,A,0.5,0.5,42,symmetric,1,True,False,False,True,True,False,False,False,False,False,0,False,,,0,5,5,5,tie,0,362.5749969482422,247.70000839233398,"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]","[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]"
wide,A,1.0,1.0,42,symmetric,1,True,False,False,True,True,False,False,False,False,False,0,False,,,0,5,5,5,tie,0,225.14999771118164,110.27500915527344,"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]","[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]"
wide,A,0.0,0.5,42,asymmetric,1,True,False,False,True,True,False,False,False,False,False,0,False,,,0,5,5,5,tie,0,500.0,247.70000839233398,"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]","[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]"
wide,A,0.0,1.0,42,asymmetric,1,True,False,False,True,True,False,False,False,False,False,0,False,,,0,5,5,5,tie,0,500.0,110.27500915527344,"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]","[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]"
wide,A,0.5,0.0,42,asymmetric,1,True,False,False,True,True,False,False,False,False,False,0,False,,,0,5,5,5,tie,0,362.5749969482422,385.12500762939453,"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]","[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]"
wide,A,0.5,1.0,42,asymmetric,1,True,False,False,True,True,False,False,False,False,False,0,False,,,0,5,5,5,tie,0,362.5749969482422,110.27500915527344,"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]","[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]"
wide,A,1.0,0.0,42,asymmetric,1,True,False,False,True,True,False,False,False,False,False,0,False,,,0,5,5,5,tie,0,225.14999771118164,385.12500762939453,"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]","[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]"
wide,A,1.0,0.5,42,asymmetric,1,True,False,False,True,True,False,False,False,False,False,0,False,,,0,5,5,5,tie,0,225.14999771118164,247.70000839233398,"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]","[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]"
wide,B,0.0,0.0,42,symmetric,1,True,False,False,True,True,False,False,False,False,False,0,False,,,0,5,5,5,tie,0,385.12500762939453,500.0,"[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]"
wide,B,0.5,0.5,42,symmetric,1,True,False,False,True,True,False,False,False,False,False,0,False,,,0,5,5,5,tie,0,247.70000839233398,362.5749969482422,"[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]"
wide,B,1.0,1.0,42,symmetric,1,True,False,False,True,True,False,False,False,False,False,0,False,,,0,5,5,5,tie,0,110.27500915527344,225.14999771118164,"[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]"
wide,B,0.0,0.5,42,asymmetric,1,True,False,False,True,True,False,False,False,False,False,0,False,,,0,5,5,5,tie,0,385.12500762939453,362.5749969482422,"[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]"
wide,B,0.0,1.0,42,asymmetric,1,True,False,False,True,True,False,False,False,False,False,0,False,,,0,5,5,5,tie,0,385.12500762939453,225.14999771118164,"[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]"
wide,B,0.5,0.0,42,asymmetric,1,True,False,False,True,True,False,False,False,False,False,0,False,,,0,5,5,5,tie,0,247.70000839233398,500.0,"[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]"
